distribution	n	data
uniform	938	0.4485294073820114
uniform	939	0.3909896013792604
uniform	940	0.34143122914247215
uniform	941	0.2588964137248695
uniform	942	0.05001198686659336
uniform	943	0.5408540754579008
uniform	944	0.4003217788413167
uniform	945	0.4710942003875971
uniform	946	0.21747996960766613
uniform	947	0.9473529574461281
uniform	948	0.12724816822446883
uniform	949	0.7541955127380788
uniform	950	0.5636725290678442
uniform	951	0.592868308769539
uniform	952	0.6951133995316923
uniform	953	0.33340573287568986
uniform	954	0.340122839435935
uniform	955	0.7382759016472846
uniform	956	0.042876061983406544
uniform	957	0.41401593247428536
uniform	958	0.3484897951129824
uniform	959	0.5081754724960774
uniform	960	0.5454493849538267
uniform	961	0.027851133607327938
uniform	962	0.2451801656279713
uniform	963	0.2993777070660144
uniform	964	0.14756435411982238
uniform	965	0.661398395197466
uniform	966	0.8694905191659927
uniform	967	0.676390087697655
uniform	968	0.9549618680030107
uniform	969	0.3914124318398535
uniform	970	0.8657329913694412
uniform	971	0.361713535618037
uniform	972	0.04112462908960879
uniform	973	0.1835915066767484
uniform	974	0.8133672045078129
uniform	975	0.1463664616458118
uniform	976	0.5314428443089128
uniform	977	0.7974723333027214
uniform	978	0.9983669696375728
uniform	979	0.5224928664974868
uniform	980	0.4282371988520026
uniform	981	0.7991835868451744
uniform	982	0.5751852369867265
uniform	983	0.6348068739753217
uniform	984	0.4980495560448617
uniform	985	0.1381638685707003
uniform	986	0.9969494487158954
uniform	987	0.2988119190558791
uniform	988	0.8755064818542451
uniform	989	0.9988975091837347
uniform	990	0.18411552300676703
uniform	991	0.3014572742395103
uniform	992	0.0888840479310602
uniform	993	0.5980272609740496
uniform	994	0.8405830280389637
uniform	995	0.5187312413472682
uniform	996	0.4019696123432368
uniform	997	0.5984934938605875
uniform	998	0.10594351217150688
uniform	999	0.8512577579822391
uniform	1000	0.8907701310236007
normal	1	-0.33837649500438927
normal	2	0.20128772686554028
normal	3	0.6027117308894046
normal	4	-0.22501814832198028
normal	5	-0.010113589526167182
normal	6	-0.1935972440227162
normal	7	0.009188136929290493
normal	8	1.4418992692309816
normal	9	0.17469382354387225
normal	10	0.4720826844443734
normal	11	0.9005781937793815
normal	12	0.3949221349751022
normal	13	0.9021692718362262
normal	14	-0.9260771266464223
normal	15	0.06629430766808742
normal	16	-0.6370678492047698
normal	17	1.4870186482899268
normal	18	-0.00901848769515273
normal	19	0.08454316723396833
normal	20	-0.2098562555810632
normal	21	-2.503676919394201
normal	22	1.4237702309178173
normal	23	1.4918134002750112
normal	24	0.7346850668158965
normal	25	-1.333389373409335
normal	26	2.602824600495185
normal	27	-0.10524017370778653
normal	28	0.7622441274722587
normal	29	0.3788467112510441
normal	30	0.6014733479483149
normal	31	-0.26875366431385955
normal	32	0.08354294549701265
normal	33	0.5813876498828259
normal	34	-0.9176215920733128
normal	35	-0.7470990220621315
normal	36	0.30498168891397814
normal	37	-1.7680120104854753
normal	38	-0.5072763227251529
normal	39	-1.2132255790394875
normal	40	-0.4944860155050185
normal	41	-0.5873063391548813
normal	42	-1.396813037618168
normal	43	-1.5906045714494395
normal	44	-0.5749474108896597
normal	45	1.4373956232065483
normal	46	0.3348121929684459
normal	47	0.5997799292077572
normal	48	0.8724496228087325
normal	49	0.6492566065800288
normal	50	-1.5692289781044315
normal	51	-0.22723412681947294
normal	52	0.3050755297221966
normal	53	1.5908550341027408
normal	54	0.45538008759319354
normal	55	2.106024130326162
normal	56	-0.3114366798919995
normal	57	-1.6365935260488471
normal	58	-0.9962428977298116
normal	59	0.6997492784146752
normal	60	-0.04655051975055033
normal	61	0.7268223277469157
normal	62	0.17777607998083092
normal	63	0.1606291843043578
normal	64	0.8079510691399756
normal	65	-0.5397537723897916
normal	66	0.11665492028980848
normal	67	0.685380196592192
normal	68	0.7670202706521073
normal	69	-1.6353784060467647
normal	70	-0.12572458765503106
normal	71	-0.20676879953543886
normal	72	-0.6994230875374854
normal	73	-0.311488331141464
normal	74	0.38586406227788517
normal	75	1.0627126465620187
normal	76	0.20029944597747
normal	77	0.7429980389974861
normal	78	0.2395888920584095
normal	79	-1.1453340192000776
normal	80	-1.3786902597891617
normal	81	0.5807347496932262
normal	82	0.12854194041080033
normal	83	0.6937782161993702
normal	84	0.01743805109299016
normal	85	0.012289455001133211
normal	86	0.3818023725702909
normal	87	1.0882034684726927
normal	88	-0.24989937023481865
normal	89	-0.28706103811647316
normal	90	0.15232107270941828
normal	91	-1.4472605632086204
normal	92	0.6478980619437207
normal	93	-0.2644330354661988
normal	94	-0.8604851908054613
normal	95	-1.4531934290344357
normal	96	-0.2919261012062155
normal	97	1.5717719491198554
normal	98	0.6209706838196468
normal	99	-0.3314936357537697
normal	100	-1.0209971530401691
normal	101	0.7336471190876702
normal	102	-1.6209314027059967
normal	103	0.272319590294318
normal	104	-1.0890948341082416
normal	105	-0.5554394595313878
normal	106	-0.0056642758480168675
normal	107	-0.4981918346590908
normal	108	-0.14933206176902664
normal	109	0.6033283189454932
normal	110	0.34301711075335795
normal	111	0.2615996162154341
normal	112	1.2568795038704712
normal	113	-1.3194110498087852
normal	114	-1.1459946891706663
normal	115	0.8277236742594714
normal	116	1.7614429610521336
normal	117	0.22623288433658886
normal	118	-0.9193135929889815
normal	119	0.9737505996417549
normal	120	-1.6811863184580953
normal	121	2.46987694431194
normal	122	-0.27304567579808403
normal	123	0.09929741183401686
normal	124	0.4581428696944364
normal	125	-0.2727818448445629
normal	126	-2.5140605370601823
normal	127	-0.011615951167092393
normal	128	-1.0567910135991798
normal	129	-1.1639439434333616
normal	130	1.0285357360256338
normal	131	1.028717004581729
normal	132	-0.8163606178039065
normal	133	0.48166474254843694
normal	134	0.012558653479050996
normal	135	0.6925387457088181
normal	136	0.6491578354150176
normal	137	-0.6807691864156025
normal	138	0.11665372666939208
normal	139	-0.3722781149997148
normal	140	-0.41357137499602464
normal	141	-0.4941285461145071
normal	142	1.2707555666190877
normal	143	-0.8337837220521436
normal	144	-0.28936951557173757
normal	145	0.5371017166687705
normal	146	-0.35353335402557395
normal	147	0.36112894602749124
normal	148	-0.3673739928415141
normal	149	-1.3080710335702483
normal	150	0.36378177061231204
normal	151	-1.1572687440739666
normal	152	-0.38723816296812424
normal	153	-0.17581502601527618
normal	154	-0.2159947164354938
normal	155	0.12582275004834007
normal	156	0.04389846504810703
normal	157	0.5918778234574202
normal	158	0.6706176847998914
normal	159	0.5668216472769456
normal	160	-0.40524353879823494
normal	161	-0.261515339699321
normal	162	1.2302738694662394
normal	163	-0.4870056072209329
normal	164	1.5697594278621552
normal	165	0.6234854985913793
normal	166	-1.0273102109685939
normal	167	1.8278200762608112
normal	168	-1.0857039311613892
normal	169	0.4080973394317663
normal	170	-0.6008438128913258
normal	171	-1.0508209727529698
normal	172	0.3579827422063942
normal	173	-1.5325201664280876
normal	174	-0.717781465518409
normal	175	-0.3144420587819553
normal	176	-2.6874894521610946
normal	177	-1.2119780255366146
normal	178	0.3346220516493361
normal	179	2.1667085809549156
normal	180	0.36373846354156836
normal	181	0.7810413138851203
normal	182	0.0012131688023572227
normal	183	-0.07295125708861426
normal	184	0.3631191674195957
normal	185	0.39849193839555447
normal	186	-0.053229948178229014
normal	187	0.6510682754298756
normal	188	0.5778796538858143
normal	189	1.0688866359761617
normal	190	-0.5411263211205861
normal	191	-1.3895590969186022
normal	192	0.7888205558076604
normal	193	-0.9058457128990747
normal	194	-0.6309721327663333
normal	195	-0.8332521517398157
normal	196	0.09585415419881972
normal	197	2.633014801622064
normal	198	-1.202029021867985
normal	199	1.7014891695751226
normal	200	1.8550171445277999
normal	201	0.9284096118521892
normal	202	-0.20771420108106192
normal	203	-1.0842780211033085
normal	204	-1.4325740597288812
normal	205	0.0805144483702213
normal	206	-1.6725917243166024
normal	207	-0.9064265391221299
normal	208	-0.38113210806780273
normal	209	-0.35570820147370524
normal	210	-0.6706446032558905
normal	211	1.197750874997622
normal	212	1.096018206854689
normal	213	1.1522197234612217
normal	214	-0.1379864824088291
normal	215	-1.318264630065616
normal	216	-1.0727799604459602
normal	217	0.010988953540681816
normal	218	0.12798653482597172
normal	219	0.9208284134700172
normal	220	-0.0012039422302583854
normal	221	-1.6856605497867923
normal	222	-1.635627846006913
normal	223	1.7214317019336633
normal	224	-0.09775099101516939
normal	225	0.33787919141854905
normal	226	-0.6112790396279534
normal	227	-0.19104226629660584
normal	228	0.0692944487896956
normal	229	0.09635083977463363
normal	230	0.17054351479094915
normal	231	-0.934816605593341
normal	232	0.1461115267182797
normal	233	-0.7098149012527855
normal	234	0.2674086746955035
normal	235	1.1960925787790504
normal	236	-0.34027883383566127
normal	237	-1.5903463769928423
normal	238	-1.071994714364074
normal	239	-1.5483922891342345
normal	240	1.1681143229224065
normal	241	-1.7985269735512646
normal	242	-1.7281240504511948
normal	243	-1.0196614706126055
normal	244	-0.05686153080963866
normal	245	-1.7869622101747775
normal	246	-1.1284217243542518
normal	247	0.2722799503924546
normal	248	0.918913396853444
normal	249	-0.7090647572876295
normal	250	0.6003000410412448
normal	251	-1.528309341507517
normal	252	-0.24356003964476797
normal	253	-0.49338060651814697
normal	254	-0.18748647000009153
normal	255	1.0143364639316637
normal	256	-0.6948941281470005
normal	257	-0.5147438541396888
normal	258	-1.136412823027488
normal	259	0.3553081903766261
normal	260	-0.37736192060869006
normal	261	-0.03456829781763297
normal	262	0.10836059786004196
normal	263	0.589729024864204
normal	264	0.9444304223741079
normal	265	0.8517425831199922
normal	266	0.23791752951328884
normal	267	-0.21503670507900877
normal	268	1.1301200534904514
normal	269	0.4487671961241901
normal	270	0.719044309893776
normal	271	-0.9667292013218945
normal	272	1.029322627439751
normal	273	0.9913922770444511
normal	274	1.4149251613022256
normal	275	-0.1931119834961937
normal	276	0.4439630435458277
normal	277	-1.2939106932655473
normal	278	-0.09504480141334253
normal	279	-1.0530120039599145
normal	280	-0.7591416907402723
normal	281	0.9314736068051316
normal	282	1.2139963558119187
normal	283	1.1620938375287644
normal	284	0.7098992108648231
normal	285	-0.7908066361007677
normal	286	-1.3306966579283936
normal	287	-0.5199056200556138
normal	288	-0.5368424458732803
normal	289	0.5620251459800029
normal	290	1.5720794533090225
normal	291	-0.18504876239551318
normal	292	-0.3736567400040077
normal	293	2.0821118684480355
normal	294	-0.36169358076823294
normal	295	-1.2698788788206958
normal	296	0.20827789300213673
normal	297	-2.134053017640301
normal	298	0.34157750484973803
normal	299	-0.23685776348095683
normal	300	-1.6899524844733862
normal	301	-0.33299127261241557
normal	302	-1.9723748661755187
normal	303	0.3234789664672501
normal	304	-1.1874700658169721
normal	305	-0.04146018480329885
normal	306	-0.3775270438385507
normal	307	-0.4870439374945643
normal	308	0.749990594741899
normal	309	-0.5201677876506529
normal	310	-0.926798099237648
normal	311	-1.631981784148535
normal	312	-0.6357281967691073
normal	313	0.034379434581481155
normal	314	1.197052147619421
normal	315	0.8554260299507822
normal	316	-0.43011669181383044
normal	317	0.9088851426924842
normal	318	-0.142752835190438
normal	319	-0.34264321033762224
normal	320	0.755006979286834
normal	321	0.6360370062123127
normal	322	-0.8365801441008144
normal	323	0.7614067014261054
normal	324	0.5127185951971095
normal	325	-0.2592356032799634
normal	326	-2.0394354172075593
normal	327	-0.6523846497382304
normal	328	-1.0285787494131124
normal	329	-1.397740478095914
normal	330	-0.6230123821037576
normal	331	0.6240424980591958
normal	332	0.5647873334930946
normal	333	0.5198905629710124
normal	334	0.13340813684794178
normal	335	-0.1489852536450837
normal	336	0.5172161803829833
normal	337	-1.6801112757319514
normal	338	0.5673308435402977
normal	339	0.21420746148758452
normal	340	-0.7835945149960226
normal	341	-0.45631447344781956
normal	342	-0.521407044137593
normal	343	0.11366507797145779
normal	344	0.6822445933114116
normal	345	-0.9198259828625938
normal	346	0.14242973490776986
normal	347	0.5696618251849489
normal	348	0.5644320995195063
normal	349	0.09931917428693576
normal	350	1.2508426731075868
normal	351	0.6506930138646784
normal	352	1.9778310591949955
normal	353	0.3874324166670941
normal	354	1.2123943435509592
normal	355	-1.5083062010530173
normal	356	2.910792661639042
normal	357	0.5222019766048946
normal	358	0.9849095061666756
normal	359	-1.0832487521072616
normal	360	0.6344751135876647
normal	361	-0.558088224760533
normal	362	-0.705338441717813
normal	363	1.1247785312170637
normal	364	-0.17498957381994654
normal	365	2.089379328833548
normal	366	-0.29944142853189615
normal	367	1.9086849859161534
normal	368	-1.184134949356514
normal	369	-0.04021405349235284
normal	370	-1.2630112826609383
normal	371	-0.46877697564344006
normal	372	-2.612194531350338
normal	373	-1.8944673628326025
normal	374	0.04768555379755192
normal	375	-0.05937934147298989
normal	376	-0.502471367193278
normal	377	1.6095320803371485
normal	378	1.0223939202458558
normal	379	-0.7003069090523416
normal	380	0.47094467164300874
normal	381	0.9478946550365418
normal	382	1.0686200367560412
normal	383	1.3534243729172057
normal	384	-0.35868988121267675
normal	385	-0.26957217613528095
normal	386	-0.7578072026747635
normal	387	1.8425644370043972
normal	388	0.14447537950355624
normal	389	0.027366455376954497
normal	390	-0.05340530090295084
normal	391	0.18670279556051633
normal	392	1.1800751210672344
normal	393	0.04862988900791377
normal	394	0.8378754532551879
normal	395	-0.3652152687548209
normal	396	-0.7561634274375693
normal	397	1.14175717488042
normal	398	1.4866101877353022
normal	399	0.25007772155562286
normal	400	-0.20224589927604045
normal	401	0.917483869543782
normal	402	-0.7094992637266299
normal	403	-1.164611694272087
normal	404	-0.8202649416222605
normal	405	-1.0620135612545112
normal	406	0.0954991440660642
normal	407	-0.3759500415120027
normal	408	2.2045242637013125
normal	409	0.980223704901476
normal	410	-1.0892271611163225
normal	411	1.5332721575267247
normal	412	0.47963306782705795
normal	413	-1.461710209682817
normal	414	1.7039373023527553
normal	415	0.3876100715321726
normal	416	0.18831703546109405
normal	417	0.9937509845631762
normal	418	-1.275832535053677
normal	419	0.1802650094884097
normal	420	-1.4314175549922177
normal	421	-0.8225903966942789
normal	422	1.2933023112996302
normal	423	0.1225358193208345
normal	424	-3.073369966844514
normal	425	0.33407613600122893
normal	426	2.327598466786456
normal	427	1.8490142978110962
normal	428	-0.04687905482296854
normal	429	-0.1032268617806942
normal	430	-0.6468579687029886
normal	431	-0.32527562090080997
normal	432	0.37293134186614346
normal	433	0.8036420753547099
normal	434	-1.4038757458456317
normal	435	-0.7264375332238302
normal	436	2.2957840343683995
normal	437	-0.9750621821404337
normal	438	-1.0327743562180012
normal	439	-0.36012878057002484
normal	440	1.4104336600530876
normal	441	1.1665121220543895
normal	442	-0.3481151063798212
normal	443	2.390409225985597
normal	444	1.0574106823662641
normal	445	1.334535086130708
normal	446	1.3129740100779987
normal	447	0.03975430910694275
normal	448	0.7751723360589674
normal	449	-0.3404241339822334
normal	450	1.0619885003780996
normal	451	0.5966331256472994
normal	452	-0.46698520963962
normal	453	-0.1062833415272223
normal	454	-0.4232619373379884
normal	455	0.0461574419044657
normal	456	0.9725393953124444
normal	457	-1.5342832173649548
normal	458	-2.167978505175736
normal	459	0.11979596564715408
normal	460	1.1843509707392983
normal	461	-0.5494044002582811
normal	462	0.25142804866066115
normal	463	0.18835321739846592
normal	464	0.07881170857639494
normal	465	-0.21630142174985964
normal	466	-5.669877101324268e-4
normal	467	1.138784036882984
normal	468	0.20722018466907674
normal	469	0.2923619436650408
normal	470	-0.1758127216521161
normal	471	-1.873581809934515
normal	472	1.5641130417266689
normal	473	-0.36915489405385005
normal	474	-0.7544639836123136
normal	475	-1.0437928004266428
normal	476	-0.4384926042517605
normal	477	-0.46449002129735895
normal	478	-1.715909413351587
normal	479	-0.10487635583411184
normal	480	0.7061077808131383
normal	481	-0.5961921921385664
normal	482	-1.1396608099205634
normal	483	0.40531743401516823
normal	484	0.27565898271029954
normal	485	0.6279100878060027
normal	486	-0.5892602331867522
normal	487	0.6853238729794935
normal	488	-1.3839449774727333
normal	489	-0.5367592389670731
normal	490	0.053012920360669166
normal	491	-0.17305168806470522
normal	492	-0.8941764877994046
normal	493	0.04623342496274871
normal	494	1.2606150790798005
normal	495	0.7529683080761501
normal	496	2.9195292218004822
normal	497	-1.506375974661461
normal	498	0.03912528636073217
normal	499	1.7064865970888927
normal	500	-1.7661102358867165
normal	501	-0.05172359612938276
normal	502	2.163696195125436
normal	503	-1.1802519257355253
normal	504	0.9447615624943665
normal	505	0.8980577561686979
normal	506	-1.8647842150861866
normal	507	1.1073963953549555
normal	508	1.323814692862987
normal	509	-0.058971339444139854
normal	510	-1.1126118436354273
normal	511	0.9151275474607494
normal	512	1.3215536322679189
normal	513	1.5182481336930258
normal	514	0.7505033308271031
normal	515	-1.3526056264925774
normal	516	-1.0457429897403416
normal	517	0.41082874778448253
normal	518	1.8587632044238442
normal	519	-0.5335116225573274
normal	520	-1.4630053139636958
normal	521	0.19001185659635028
normal	522	0.4088598564862454
normal	523	-1.05084920156579
normal	524	-1.4770702718214879
normal	525	-0.5766748654935515
normal	526	1.7711735241011584
normal	527	-1.4726852016426515
normal	528	0.21984883827120438
normal	529	-0.7428256549200539
normal	530	0.4229821437047438
normal	531	-0.5236931524510002
normal	532	1.6772294038890818
normal	533	1.211093073143747
normal	534	-0.32106843208123187
normal	535	0.4852313567189611
normal	536	0.8190172687232742
normal	537	-0.4411192659857992
normal	538	-0.36830890800664823
normal	539	0.5634161468405438
normal	540	-0.10990400426776471
normal	541	-0.29521141155607156
normal	542	0.613706638324416
normal	543	-0.5692981762649202
normal	544	0.26987445265752047
normal	545	-0.7370105620543443
normal	546	1.4070467596629428
normal	547	-0.6928337185884044
normal	548	-0.3737092383417395
normal	549	0.23409150457681166
normal	550	-1.1171472162218625
normal	551	0.8242311392623614
normal	552	-1.0744778396622698
normal	553	0.9821818389824343
normal	554	0.26585587944699723
normal	555	1.6749318767821362
normal	556	-0.009007855900091372
normal	557	0.3191599387997806
normal	558	1.9147576482283886
normal	559	-0.26776700473602605
normal	560	1.806149691458469
normal	561	0.08289633513161139
normal	562	0.6441194359605795
normal	563	0.5757348949867588
normal	564	-0.2008483417251435
normal	565	0.2543155766366418
normal	566	0.6452959210425944
normal	567	0.5451783658041319
normal	568	1.278592386939108
normal	569	0.7245160155329379
normal	570	0.7320580940927686
normal	571	0.7314274073559144
normal	572	1.122003424206809
normal	573	-0.6231756956112953
normal	574	-0.15478784037100562
normal	575	-1.4477781887260361
normal	576	0.8974318896577562
normal	577	0.44428519513024234
normal	578	0.7829200732104472
normal	579	-0.48980792640853554
normal	580	-0.20666846606581338
normal	581	-0.40546936973212544
normal	582	-0.47298427486856154
normal	583	-0.8748800348868522
normal	584	0.4565923423708408
normal	585	0.6668567073161075
normal	586	-1.2052609080487506
normal	587	-0.4858658960990484
normal	588	-0.9184107437822897
normal	589	0.21868984184481158
normal	590	2.040876872983354
normal	591	0.26056649678062616
normal	592	-0.6504048260638947
normal	593	0.5681891136936278
normal	594	0.3955339000874414
normal	595	-2.3039492529285908
normal	596	1.3294381591264401
normal	597	-0.6581689754030317
normal	598	-2.1590027885936385
normal	599	-0.6004980867495245
normal	600	1.7225182722921277
normal	601	-0.15600972364844343
normal	602	2.0890734985011683
normal	603	-0.520053832975993
normal	604	0.9143262141092926
normal	605	-0.43856246331753995
normal	606	-1.057410481804029
normal	607	0.2272532671320995
normal	608	-0.28902712710013195
normal	609	-0.15884975007766566
normal	610	0.8586701729544385
normal	611	-0.13250388150642767
normal	612	-1.0593478137866235
normal	613	-0.4547303078203299
normal	614	2.001448738962145
normal	615	-1.3731449454638953
normal	616	0.4210919496698535
normal	617	0.4017393438807258
normal	618	-1.2844609394884616
normal	619	-0.6807914187425029
normal	620	-1.3387975572797972
normal	621	-0.8997764833443667
normal	622	-1.1022352265818731
normal	623	0.25163721983339815
normal	624	0.1526479976375978
normal	625	-0.07930120638590815
normal	626	-0.47357281255432593
normal	627	1.2189232789084772
normal	628	0.20708640947936668
normal	629	-2.2294031193136594
normal	630	0.8467582177389984
normal	631	-0.6047099306650386
normal	632	-1.306836326942086
normal	633	0.4561587831225512
normal	634	-1.2101703948626004
normal	635	1.4248978794021834
normal	636	-0.07352928274329625
normal	637	0.7973441488212959
normal	638	1.417497673387871
normal	639	2.5243907037865823
normal	640	-0.24874897461138012
normal	641	-0.021625862818364688
normal	642	-2.1087775649815566
normal	643	1.0045756814230935
normal	644	1.299370979407709
normal	645	-0.9162831508205965
normal	646	3.0095217964039516
normal	647	0.38049743409404646
normal	648	-0.24743697381453517
normal	649	0.39943545204526115
normal	650	-0.509028824944892
normal	651	1.3621685351662502
normal	652	1.008205182717046
normal	653	1.7386532234079919
normal	654	0.5721455153457048
normal	655	-0.20603167891208055
normal	656	-0.3904886753613489
normal	657	0.04772713321406063
normal	658	-1.3674070719686389
normal	659	0.11076745879588888
normal	660	0.0020546423295724
normal	661	0.22619485597920225
normal	662	0.902611631454811
normal	663	0.7221111571842855
normal	664	1.0864458477695025
normal	665	-0.8906752952709781
normal	666	-1.771308154152509
normal	667	-0.94156269953758
normal	668	2.0136356468488437
normal	669	-0.1747719307095966
normal	670	-0.06218028097440745
normal	671	0.9759998291322202
normal	672	-0.05989622165439364
normal	673	0.5087284186545398
normal	674	-0.5470713642750397
normal	675	-0.03966680926464305
normal	676	-0.9808089831326096
normal	677	0.06980436563193625
normal	678	-0.6890468250636563
normal	679	0.8443887329277302
normal	680	0.5521135491770214
normal	681	-0.28421143783070424
normal	682	-0.21275775325467688
normal	683	1.376699310112418
normal	684	-0.2346987352952027
normal	685	2.497446789925796
normal	686	1.3625134828990981
normal	687	-0.3239090052942311
normal	688	0.15870094857821562
normal	689	0.024345227427412998
normal	690	-0.5625840409064237
normal	691	0.8187154068099105
normal	692	1.8814023996234486
normal	693	0.18057007938325906
normal	694	0.09874378663729774
normal	695	0.30200443589179476
normal	696	0.9255580160222874
normal	697	0.6062014052879359
normal	698	-1.1608437245141427
normal	699	0.08893408605464011
normal	700	-0.21929175775512852
normal	701	-0.5007400254877825
normal	702	-0.37626123732864375
normal	703	0.2341657756151558
normal	704	1.0885134556354799
normal	705	0.8313182763411486
normal	706	0.4788303731547319
normal	707	-2.5148926652813763
normal	708	0.7108466063421571
normal	709	-0.9902702558622065
normal	710	0.9367963223968446
normal	711	-0.4109032025533739
normal	712	1.8172365030519002
normal	713	0.16353036978841012
normal	714	-1.5709994218272245
normal	715	0.39765898166214314
normal	716	-0.1993102808067832
normal	717	1.0224284757947133
normal	718	-0.95792243227128
normal	719	1.529575653837538
normal	720	0.057601046984520995
normal	721	1.3104575854368181
normal	722	-0.6401433782551545
normal	723	-1.2597923065271488
normal	724	0.06661089700146518
normal	725	-0.6025070603092944
normal	726	1.0455488135674977
normal	727	-0.8297866529431248
normal	728	0.16151869593818355
normal	729	-0.03507448447816911
normal	730	-1.745854713376595
normal	731	-0.863748288230787
normal	732	2.1664002206407216
normal	733	-0.5962014240403255
normal	734	-0.07076846165385027
normal	735	-0.5530236768040552
normal	736	1.6566797283140196
normal	737	-0.0896179524198753
normal	738	1.9834219350934825
normal	739	-0.2736762697191784
normal	740	-0.07956830025897853
normal	741	-0.46848232147832997
normal	742	0.8630053231734508
normal	743	-1.7380996796344033
normal	744	0.267479688384517
normal	745	-0.5412978485474568
normal	746	0.37363811017573617
normal	747	-0.34453827465151615
normal	748	0.7966850322173066
normal	749	0.6951359392118233
normal	750	0.8943954250590308
normal	751	1.13428620344156
normal	752	0.0226241679173776
normal	753	-0.11096111071627006
normal	754	-0.6576001120979234
normal	755	-1.732981166282616
normal	756	-0.6146657355235614
normal	757	-0.45969412573004953
normal	758	-0.6037427114700094
normal	759	0.6929455257425177
normal	760	-1.2153753294884473
normal	761	1.9966855901038312
normal	762	-1.2268355321667415
normal	763	1.754377584256275
normal	764	-1.263731194751838
normal	765	-1.9805365815095832
normal	766	-0.008326739103407784
normal	767	0.8659050678329495
normal	768	1.55233720629898
normal	769	-1.2795947599751303
normal	770	-0.49967296709619086
normal	771	0.5965113811358286
normal	772	0.8735867678963464
normal	773	0.1379687847827212
normal	774	0.21931970985065158
normal	775	0.5578736473334943
normal	776	-0.5935793990130445
normal	777	-0.4065748489599329
normal	778	-1.116452763950487
normal	779	-0.6186561400233915
normal	780	-1.7057122774453286
normal	781	0.6911620383506965
normal	782	-0.44629900212004875
normal	783	0.636094801580258
normal	784	-0.6976528243617224
normal	785	0.7993774960386286
normal	786	-0.11672050890190556
normal	787	-0.4751660544182032
normal	788	0.8375188201991141
normal	789	0.7444381431246756
normal	790	0.6511306566410933
normal	791	1.2717021973613039
normal	792	-0.5120077819304376
normal	793	1.7759356301673037
normal	794	-0.13067648448502628
normal	795	1.110943092822373
normal	796	0.5536127171183008
normal	797	1.2729725219883639
normal	798	1.5568315226896612
normal	799	-0.008582486208840936
normal	800	-0.2592416037728816
normal	801	0.04998479148051859
normal	802	0.6338246332122397
normal	803	-0.7980348512589629
normal	804	0.4508843228377572
normal	805	2.2796313026905652
normal	806	0.39467043206722374
normal	807	0.8063293523142943
normal	808	-0.8971007057479847
normal	809	0.5602084449860284
normal	810	-0.40621056262825267
normal	811	-2.6048702261127947
normal	812	-1.3339870874552107
normal	813	1.032283502996785
normal	814	-1.7032822297414796
normal	815	1.9818534318742622
normal	816	0.8996480712710958
normal	817	-0.9305568795489723
normal	818	1.4054921522347297
normal	819	-0.2605088038809615
normal	820	0.1579353812436957
normal	821	1.2499529152140394
normal	822	-0.1171738996518946
normal	823	-0.6817781994827619
normal	824	0.9636867816204541
normal	825	0.5508478738812033
normal	826	1.0559943711407962
normal	827	0.758047302314619
normal	828	0.5128528508216647
normal	829	-1.5918231829072182
normal	830	0.6600180599642934
normal	831	-0.2792984547038881
normal	832	0.8451406350601256
normal	833	-0.4457809697456059
normal	834	-0.838237194098682
normal	835	-0.04175948105734118
normal	836	2.254977836977867
normal	837	0.6570363863518878
normal	838	-0.08173024483377733
normal	839	-0.07547265810005982
normal	840	-2.4254253291478998
normal	841	0.6076688567455697
normal	842	-0.749941355333222
normal	843	-0.38038254094186813
normal	844	1.6085170212712339
normal	845	-1.079170307899625
normal	846	-0.6143338087026331
normal	847	-0.7011731794882065
normal	848	-1.1505288146917674
normal	849	-1.6602463707349062
normal	850	1.3495968724279568
normal	851	-0.6367476419741642
normal	852	-1.1532978285978472
normal	853	-1.8372615182063823
normal	854	-0.4485201599211587
normal	855	-0.9950189499474149
normal	856	1.2322113639223318
normal	857	0.9911086515533019
normal	858	0.046025152811228806
normal	859	-0.0866462174723502
normal	860	-0.39670310119146185
normal	861	-0.47424666293912887
normal	862	-0.7321737884383659
normal	863	-0.022728652313938464
normal	864	0.09053266571219162
normal	865	-0.1578137912714068
normal	866	0.8407662405794133
normal	867	-0.04291172702915622
normal	868	1.863524839757574
normal	869	-0.12758677792814954
normal	870	0.06860100139074407
normal	871	0.9848841200920126
normal	872	0.752347602350733
normal	873	-0.31879053274821856
normal	874	0.06109801760605223
normal	875	-1.8255893744144274
normal	876	0.30243743341526574
normal	877	0.11987452236861341
normal	878	-0.19744817620027688
normal	879	1.2751297335630971
normal	880	-0.8469124111062613
normal	881	0.6357254005807302
normal	882	-0.9250439056729279
normal	883	-0.060438046057241894
normal	884	-0.3422738654003501
normal	885	-0.18712097169967631
normal	886	0.5903628092032054
normal	887	0.8090905314539031
normal	888	-1.6338953495743527
normal	889	-2.039375066307826
normal	890	0.8973165859273184
normal	891	-0.997834125526208
normal	892	-0.6840535661282904
normal	893	-1.376909587563092
normal	894	0.6104039441119571
normal	895	-0.26458733639588927
normal	896	1.2760832290044388
normal	897	-0.13980935123062574
normal	898	-0.39640694566818435
normal	899	-0.5708660361730442
normal	900	0.5249676928923296
normal	901	0.45688131293540446
normal	902	1.339936360505147
normal	903	0.058593295382252636
normal	904	0.09985233603853592
normal	905	1.499499189803574
normal	906	-0.2703446282798459
normal	907	-0.8775056609910935
